trial,item_no,item_id,type,expset,condition_no,social_context,target_context,register_match,grammatical,context,critical,condition,picture1,picture2,picture3,picture4,sentence,context_norm
109,21,21,critical,WP1,3,high,high,match,yes,Fachkundig*instruiert*signalisiert*Florian:,Ich*st&auml;hle*jetzt*meinen*Bauch*in*dem*Fitnessstudio.,c,Wanst-1.jpg,Hund-1.jpg,Bauch-1.jpg,Koeter-1jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Fachkundig instruiert signalisiert Florian:
110,119,39,filler,WP2,10,high,low,mismatch,no,Die*Touris*gaben*den*Wink:,Der*Fremdenf&uuml;hrer*bel&uuml;gen*den*Gro&szlig;wildj&auml;ger.,j,Filler39_WP2_unrelated_1.jpg,Filler39_WP2_unrelated_2.jpg,Filler39_WP2_related_2.jpg,Filler39_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die Touris gaben den Wink:
111,68,35,filler,SocStat,2,high,high,match,no,Das*Weinfest*ist*bei*vielen*Hessen*H&ouml;hepunkt*des*Jahres.,"Ich*wei&szlig;*dass,*der*Raum*trotz*die*massive*Hitze*voll*ist.",b,Filler35_socstat_unrelated_1.jpg,Filler35_WP2_related_1.jpg,Filler35_WP2_unrelated_2.jpg,Filler35_WP2_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Das Weinfest ist bei vielen Hessen H&ouml;hepunkt des Jahres.
112,66,33,filler,SocStat,2,high,high,match,no,"Er*wohnt*in*N&uuml;rnberg,*die*Stadt*der*Lebkuchen.","Ich*wei&szlig;*dass,*das*Rezept*trotz*die*richtige*Angabe*misslingt.",b,Filler33_socstat_related_2.jpg,Filler33_socstat_unrelated_1.jpg,Filler33_socstat_related_1.jpg,Filler33_socstat_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,"Er wohnt in N&uuml;rnberg, die Stadt der Lebkuchen."
113,28,28,critical,WP1,4,high,low,mismatch,yes,Meisterlich*begabt*stimuliert*Susanna:,Ich*besaite*sp&auml;ter*meine*Fiedel*in*einem*Musikgesch&auml;ft.,d,Fummel-1.jpg,Fiedel-1.jpg,Kleider-1.jpg,Geige-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Meisterlich begabt stimuliert Susanna:
114,110,30,filler,WP2,8,high,high,match,no,Der*Bulle*pinselte*eine*Notiz:,Der*Verbrecher*monierte*den*Kontaktmann.,h,Filler30_WP2_unrelated_2.jpg,Filler30_WP2_related_1.jpg,Filler30_WP2_unrelated_1.jpg,Filler30_WP2_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Bulle pinselte eine Notiz:
115,102,22,filler,WP2,7,high,high,match,yes,Der*Adlige*schilderte*eine*befremdliche*Begebenheit:,Der*Gastwirt*schmieren*den*Winzer.,g,Filler22_WP2_related_1.jpg,Filler22_WP2_related_2.jpg,Filler22_WP2_unrelated_1.jpg,Filler22_WP2_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Adlige schilderte eine befremdliche Begebenheit:
116,62,28,filler,SocStat,2,high,high,match,no,Peter*mag*an*Potsdam*die*vielen*Gr&uuml;nfl&auml;chen.,"Ich*mutma&szlig;e*dass,*der*Park*wegen*die*schmale*Gr&ouml;&szlig;e*&uuml;bersichtlich*ist.",b,Filler28_socstat_related_2.jpg,Filler28_socstat_unrelated_2.jpg,Filler28_socstat_related_1.jpg,Filler28_socstat_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Peter mag an Potsdam die vielen Gr&uuml;nfl&auml;chen.
117,38,38,critical,WP1,6,high,low,mismatch,no,Achtsam*wohlmeinend*verbalisiert*Norbert:,Ich*versch&uuml;tte*gleich*meine*Griffel*auf*das*Tafeltuch.,f,Finger-1.jpg,Griffel-1.jpg,Getraenke-1.jpg,Pluerre-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Achtsam wohlmeinend verbalisiert Norbert:
118,70,40,filler,SocStat,2,high,high,match,no,In*Ihrer*neuen*Heimt*Kassel*ist*viel*Platz*f&uuml;r*ein*Beet.,"Ich*bef&uuml;rchte*dass,*der*Garten*trotz*die*&uuml;ppige*Pflege*zuwachsen*wird.",b,Filler40_socstat_related_1.jpg,Filler40_socstat_unrelated_1.jpg,Filler40_socstat_unrelated_2.jpg,Filler40_socstat_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,In Ihrer neuen Heimt Kassel ist viel Platz f&uuml;r ein Beet.
119,112,32,filler,WP2,9,high,low,mismatch,yes,Der*Professorenrat*debattierte*&uuml;ber*den*Zwist:,Der*Rektor*begaffen*den*Sch&uuml;ler.,i,Filler32_WP2_related_1.jpg,Filler32_WP2_unrelated_1.jpg,Filler32_WP2_unrelated_2.jpg,Filler32_WP2_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Professorenrat debattierte &uuml;ber den Zwist:
120,117,37,filler,WP2,10,high,low,mismatch,no,Die*Sekret&auml;rin*klatschte*&uuml;ber*den*Gossip:,Der*Dekan*verteufeln*den*Kanzler.,j,Filler37_WP2_unrelated_1.jpg,Filler37_WP2_unrelated_2.jpg,Filler37_WP2_related_1.jpg,Filler37_WP2_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die Sekret&auml;rin klatschte &uuml;ber den Gossip:
